007;007-01;;
The Paco Crew [TPC];tpc-01;;
The Paco Crew [TPC];tpc-02;;
The Paco Crew [TPC];tpc-03;;
The Paco Crew [TPC];tpc-04;;
The Paco Crew [TPC];tpc-05;;
The Paco Crew [TPC];tpc-06;;
The Paranormal Federation [TPF];tpf-01;;
The Paranormal Federation [TPF];tpf-02;;
The Paranormal Federation [TPF];tpf-03;;
The Paranormal Federation [TPF];tpf-04;;
The Paranormal Federation [TPF];tpf-05;;
The Paranormal Federation [TPF];tpf-06;;
The Paranormal Federation [TPF];tpf-07;;
The Paranormal Federation [TPF];tpf-08;;
The Paranormal Federation [TPF];tpf-09;;
The Papillons Incorporated [TPI];tpi-01;;
The Papillons Incorporated [TPI];tpi-02;;
The Papillons Incorporated [TPI];tpi-03;14.09.87;
The Papillons Incorporated [TPI];tpi-04;12.03.87;
The Papillons Incorporated [TPI];tpi-05;01.11.87;
The Papillons Incorporated [TPI];tpi-06;;
The Papillons Incorporated [TPI];tpi-07;;
The Papillons Incorporated (DE) [TPI];tpi_de-01;;
T.P.J. Crew [TPJ];tpj-01;;
The Platoon [TPL];tpl-01;;
The Remembers [TR];tr-01;;
The Remembers [TR];tr-02;;
The Remembers [TR];tr-03;;
The Remembers [TR];tr-04;;
Xtra;tra-01;;
Xtra;tra-02;;
Tracer;tracer-01;;
Traitors;traitors-01;;
Traitors;traitors-02;;
Traitors;traitors-03;;
Traitors;traitors-04;;
Trance [TCE];trance-01;;
Trance [TCE];trance-02;;
Trance [TCE];trance-03;;
Trance [TCE];trance-04;;
Trance [TCE];trance-05;;
Trance [TCE];trance-06;;
Trance [TCE];trance-07;;
Trance [TCE];trance-08;;
Trance [TCE];trance-09;;
Trance [TCE];trance-10;;
Trance [TCE];trance-11;;
Trance [TCE];trance-12;;
Trance [TCE];trance-13;;
Trance [TCE];trance-14;;
Trance [TCE];trance-15;;
Trance [TCE];trance-16;;
Trance [TCE];trance-17;;
Trance [TCE];trance-18;;
Trance [TCE];trance-19;;
Trance [TCE];trance-20;;
Trance [TCE];trance-21;;
Trance [TCE];trance-22;;
Trance [TCE];trance-23;;
Trance [TCE];trance-24;;
Trance [TCE];trance-25;;
Trance [TCE];trance-26;;
Trance [TCE];trance-27;;
Trance [TCE];trance-28;;
Trance [TCE];trance-29;;
Trance [TCE];trance-30;;
Trance [TCE];trance-31;;
Transit;transit-01;;
Trans-X;trans_x-01;;
Trans-X;trans_x-02;;
Trans-X;trans_x-03;;
Trans-X;trans_x-04;;
Trans-X;trans_x-05;;
Trans-X;trans_x-06;;
Trans-X;trans_x-07;;
Trans-X;trans_x-08;;
Trans-X;trans_x-09;;
Trans-X;trans_x-10;;
Trans-X;trans_x-11;;
Trans-X;trans_x-12;;
Trans-X;trans_x-13;;
Trans-X;trans_x-14;;
Trans-X;trans_x-15;;
Trans-X;trans_x-16;;
Trans-X;trans_x-17;;
Trash;trash-01;;
Trash;trash-02;;
Trash;trash-03;;
Trash;trash-04;;
Trash;trash-05;;
Trash;trash-06;;
Trauma;trauma-01;1990;
Trauma;trauma-02;;
Traxion [TXN];traxion-01;;
The Rough Boys [TRB];trb-01;;
The Rough Boys [TRB];trb-02;;
The Rough Boys [TRB];trb-03;;
The Rough Boys [TRB];trb-04;;
The Rough Boys [TRB];trb-05;;
The Xenon+Success+Ruling Company;trc-01;;
The Success+Ruling Company;trc-02;1992;
The Success+Ruling Company;trc-03;;
The Success+Ruling Company;trc-04;;
The Success+Ruling Company;trc-05;;
The Success+Ruling Company;trc-06;;
The Success+Ruling Company;trc-07;;
The Success+Ruling Company;trc-08;;
The Success+Ruling Company;trc-09;;
The Success+Ruling Company;trc-10;;
The Success+Ruling Company;trc-11;;
The Success+Ruling Company;trc-12;;
The Success+Ruling Company;trc-13;;
The Success+Ruling Company;trc-14;;
The Success+Ruling Company;trc-15;;
The Success+Ruling Company;trc-16;;
The Success+Ruling Company;trc-17;;
The Success+Ruling Company;trc-18;;
The Success+Ruling Company;trc-19;;
The Success+Ruling Company;trc-20;;
The Success+Ruling Company;trc-21;;
The Success+Ruling Company;trc-22;;
The Success+Ruling Company;trc-23;;
The Success+Ruling Company;trc-24;;
The Success+Ruling Company;trc-25;;
The Success+Ruling Company;trc-26;;
The Success+Ruling Company;trc-27;;
The Success+Ruling Company;trc-28;;
The Success+Ruling Company;trc-29;;
The Success+Ruling Company;trc-30;;
The Success+Ruling Company;trc-31;;
The Success+Ruling Company;trc-32;;
The Success+Ruling Company;trc-33;;
The Ruling Company+Empire;trc_e-01;;
Tristar+Red Sector Inc+Dytec [TRD];trd-01;1994;
Tristar+Red Sector Inc+Dytec [TRD];trd-02;;
Tristar+Red Sector Inc+Dytec [TRD];trd-03;;
Tristar+Red Sector Inc+Dytec [TRD];trd-04;;
Tristar+Red Sector Inc+Dytec [TRD];trd-05;;
Tristar+Red Sector Inc+Dytec [TRD];trd-06;;
Zetrex 2005;trex-01;;
The Radical Goblins [TRG];trg-01;;
The Real Gamebusters;trgb-01;;
The Real Hitmen;trhm-01;;
The Real Hitmen;trhm-02;;
The Real Hitmen;trhm-03;;
The Real Hitmen;trhm-04;;
Tristar;tri-01;02-16-88;
Tristar;tri-02;;
Tristar;tri-03;;
Tristar;tri-04;;
Tristar;tri-05;;
Tristar;tri-06;;
Tristar;tri-07;;
Tristar;tri-08;;
Tristar;tri-09;;
Tristar;tri-10;;
Tristar;tri-11;;
Tristar;tri-12;;
Tristar;tri-13;;
Tristar;tri-14;;
Tristar;tri-15;;
Tristar;tri-16;;
Triad;triad-01;;
Triad;triad-02;;
Triad;triad-03;;
Triad;triad-04;;
Triad;triad-05;;
Triad;triad-06;1986;
Triad;triad-07;;
Triad;triad-08;1996;
Triad;triad-09;;
Triad;triad-10;;
Triad;triad-11;;
Triad;triad-12;;
Triad;triad-13;;
Triad;triad-14;;
Triad;triad-15;;
Triad;triad-16;;
Triad;triad-17;;
Triad;triad-18;;
Triad;triad-19;;
Triad;triad-20;;
Triad;triad-21;;
Triad;triad-22;;
Triad;triad-23;;
Triad;triad-24;;
Triad;triad-25;;
Triad;triad-26;;
Triad;triad-27;;
Triad;triad-28;;
Triad;triad-29;;
Triad;triad-30;;
Triad;triad-31;;
Triad;triad-32;;
Triad;triad-33;;
Triad;triad-34;10/9/2;
Triad;triad-35;;
Triad;triad-36;;
Triad;triad-37;;
Triad;triad-38;;
Triad;triad-39;;
Triad;triad-40;;
Triad;triad-41;;
Triad;triad-42;;
Triad;triad-43;;
Triad;triad-44;;
Triad;triad-45;;
Triad;triad-46;;
Triad;triad-47;;
Triad;triad-48;;
Triad;triad-49;;
Triad;triad-50;;
Triad;triad-51;;
Triad;triad-52;;
Triad;triad-53;;
Triad;triad-54;;
Triad;triad-55;;
Triad;triad-56;;
Triad;triad-57;;
Triad;triad-58;;
Triad;triad-59;;
Triad;triad-60;;
Triad;triad-61;;
Triad;triad-62;;
Triad;triad-63;;
Triad;triad-64;;
Triad;triad-65;;
Triad;triad-66;;
Triad;triad-67;;
Triad;triad-68;;
Triad;triad-69;;
Triad;triad-70;;
Triad;triad-71;;
Triad;triad-72;;
Triad+Fairlight;triad_flt-01;;
Triad+Genesis Project;triad_gp-01;;
Triad+Genesis Project;triad_gp-02;;
Triad+Genesis Project;triad_gp-03;;
Triad+Genesis Project;triad_gp-04;;
Triad+Onslaught;triad_ons-01;2002;
Triad+Onslaught;triad_ons-02;;
Triangle 3532;triangle-01;1989;
Triangle 3532;triangle-02;;
Triangle 3532;triangle-03;29/10/87;
Triangle 3532;triangle-04;1991;
Triangle 3532;triangle-05;31/01/88;
Triangle 3532;triangle-06;;
Triangle 3532;triangle-07;;
Triangle 3532;triangle-08;;
Triangle (NL);triangle_nl-01;;
Triangle (NL);triangle_nl-02;;
Triangle (NL);triangle_nl-03;;
Trianon Networks;trianon-01;19/08/87;
Trianon Networks;trianon-02;19/08/87;
Trianon Networks;trianon-03;;
Trianon Networks;trianon-04;24/05/87;
Trianon Networks;trianon-05;;
Trianon Networks;trianon-06;01/04/1987;
Trianon Networks;trianon-07;;
Trianon Networks;trianon-08;;
Trianon Networks;trianon-09;;
Trias [3S];trias-01;;
Trias [3S];trias-02;;
Trias [3S];trias-03;;
The Trias+Beast Crew;trias_beast-01;;
Tribe;tribe-01;;
Tribe;tribe-02;;
Trident Force;trident-01;;
Trident Force;trident-02;;
Tri-Dos;tri_dos-01;;
Tri-Dos;tri_dos-02;;
Tri-Dos;tri_dos-03;;
Tri-Dos;tri_dos-04;;
Trinity;trinity-01;;
Trinity (DE);trinity_de-01;;
Trinity (DE);trinity_de-02;;
Trinomic [TNC];trinomic-01;;
Trinomic [TNC];trinomic-02;;
Trinomic [TNC];trinomic-03;;
Trinomic [TNC];trinomic-04;;
Trinomic [TNC];trinomic-05;;
Trinomic [TNC];trinomic-06;;
Trinomic [TNC];trinomic-07;;
Trinomic [TNC];trinomic-08;;
Trinomic [TNC];trinomic-09;;
Trinomic [TNC];trinomic-10;;
Trinomic [TNC];trinomic-11;;
Trinomic [TNC];trinomic-12;;
Trinomic [TNC];trinomic-13;;
Triton Technology [TT];triton-01;;
Triton Technology [TT];triton-02;;
Triton Technology+Cobra Curings;triton_cc-01;;
Triton Technology+Cobra Curings;triton_cc-02;;
Triumph;triumph-01;;
Triumph;triumph-02;;
Triumph;triumph-03;;
Triumwyrat;triumwyrat-01;;
Triumwyrat;triumwyrat-02;;
Triumwyrat;triumwyrat-03;;
Triumwyrat;triumwyrat-04;;
Triumwyrat;triumwyrat-05;;
Triumwyrat;triumwyrat-06;;
Triumwyrat;triumwyrat-07;;
Triumwyrat;triumwyrat-08;;
Triumwyrat;triumwyrat-09;;
Triumwyrat;triumwyrat-10;;
Triumwyrat;triumwyrat-11;;
Triumwyrat;triumwyrat-12;;
Triumwyrat;triumwyrat-13;;
Triumwyrat;triumwyrat-14;;
Triumwyrat;triumwyrat-15;;
The Real Lamers [TRL];trl-01;;
The Terminator [TRM];trm-01;;
The Terminator [TRM];trm-02;;
Troep;troep-01;;
Troep;troep-02;;
Troep;troep-03;;
Troep;troep-04;;
Trojan;trojan-01;;
Trojan;trojan-02;;
Trojan;trojan-03;;
Troopers;troopers-01;;
Troopers;troopers-02;;
Tropic;tropic-01;;
Tropic;tropic-02;;
Tropic;tropic-03;;
Tropic;tropic-04;;
Tropic;tropic-05;;
Tropic;tropic-06;;
Tropic;tropic-07;;
Tropic;tropic-08;;
Tropic;tropic-09;;
Tropyx;tropyx-01;;
Tropyx;tropyx-02;;
Tristar+Red Sector Incorporated [TRSI];trsi-01;;
Tristar+Red Sector Incorporated [TRSI];trsi-02;20/07/1991;
Tristar+Red Sector Incorporated [TRSI];trsi-03;;
Tristar+Red Sector Incorporated [TRSI];trsi-04;;
Tristar+Red Sector Incorporated [TRSI];trsi-05;;
Tristar+Red Sector Incorporated [TRSI];trsi-06;;
Tristar+Red Sector Incorporated [TRSI];trsi-07;;
Tristar+Red Sector Incorporated [TRSI];trsi-08;;
Tristar+Red Sector Incorporated [TRSI];trsi-09;;
Tristar+Red Sector Incorporated [TRSI];trsi-10;;
Tristar+Red Sector Incorporated [TRSI];trsi-11;;
Tristar+Red Sector Incorporated [TRSI];trsi-12;;
Tristar+Red Sector Incorporated [TRSI];trsi-13;;
Tristar+Red Sector Incorporated [TRSI];trsi-14;;
The Revolution Team 5814 [TRT];trt-01;;
The Rush Team [TRT];trteam-01;;
The Rush Team [TRT];trteam-02;;
Trainers R Us;tru-01;;
Trust;trust-01;;
Tronix;trx-01;;
Tronix;trx-02;;
Trianon Networks+Starline;t_s-01;1987;
Zenobits;ts-01;2019;
Zenobits;ts-02;03-20-88;
Zenobits;ts-03;6/20/88;
Zenobits;ts-04;;
The Survivors 2019 [TS];ts-05;4-9-88;
The Survivors 2019 [TS];ts-06;11/11/87;
The Survivors 2019 [TS];ts-07;2019;
The Survivors 2019 [TS];ts-08;2/20/88;
The Survivors 2019 [TS];ts-09;02/17/88;
The Survivors 2019 [TS];ts-10;5-6-88;
The Survivors 2019 [TS];ts-11;2019;
The Survivors 2019 [TS];ts-12;5-25-88;
The Survivors 2019 [TS];ts-13;2019;
The Survivors 2019 [TS];ts-14;2019;
The Survivors 2019 [TS];ts-15;09-12-88;
The Survivors 2019 [TS];ts-16;2019;
The Survivors 2019 [TS];ts-17;2019;
The Survivors 2019 [TS];ts-18;04/25/88;
The Survivors 2019 [TS];ts-19;8/26/90;
The Survivors 2019 [TS];ts-20;;
The Survivors 2019 [TS];ts-21;;
The Smuggler Agency [TSA];tsa-01;;
The Software Arsenal+Sharks;tsa_sharks-01;;
Thee Supreme Council [TSC];tsc-01;;
TSCF;tscf-01;;
T'pau+Silicon;t_scn-01;;
Triple Sided Delinquencies [TSD];tsd-01;1997;
The Secret Drawer [TSD];tsecdr-01;;
The Secret Drawer [TSD];tsecdr-02;;
The Secret Drawer [TSD];tsecdr-03;;
The Silent Force [TSF];tsf-01;;
Tomorrow Soft Group [TSG];tsg-01;;
The Sound Ghost;tsg9001-01;;
Terra Soft Incorporated [TSI];tsi-01;;
Terra Soft Incorporated [TSI];tsi-02;;
Terra Soft Incorporated [TSI];tsi-03;;
The Softkiller Crew [TSK];tsk-01;21/03/1988;
The Softkiller Crew [TSK];tsk-02;2001;
The Softkiller Crew [TSK];tsk-03;13.06.1988;
The Softkiller Crew [TSK];tsk-04;12/01/1988;
The Softkiller Crew [TSK];tsk-05;11.07.1988;
The Softkiller Crew [TSK];tsk-06;;
The Softkiller Crew [TSK];tsk-07;;
The Softkiller Crew [TSK];tsk-08;;
The Softkiller Crew [TSK];tsk-09;;
The Softkiller Crew [TSK];tsk-10;;
The Softkiller Crew [TSK];tsk-11;;
The Softkiller Crew [TSK];tsk-12;;
The Silents [TSL];tsl-01;2005;
The Silents [TSL];tsl-02;;
The Silents [TSL];tsl-03;;
The Silents [TSL];tsl-04;;
The Talent+Shaolin Monastery;tsm-01;1.4.48;
The Shaolin Monastery [TSM];tsm-02;2-22-91;
The Shaolin Monastery [TSM];tsm-03;;
The Shaolin Monastery [TSM];tsm-04;8/24/90;
The Shaolin Monastery [TSM];tsm-05;05.25.91;
The Shaolin Monastery [TSM];tsm-06;;
The Shaolin Monastery [TSM];tsm-07;;
The Shaolin Monastery [TSM];tsm-08;12/21/1990;
The Shaolin Monastery [TSM];tsm-09;;
The Shaolin Monastery [TSM];tsm-10;;
The Shaolin Monastery [TSM];tsm-11;;
The Shaolin Monastery [TSM];tsm-12;;
The Shaolin Monastery [TSM];tsm-13;;
The Shaolin Monastery [TSM];tsm-14;;
The Shaolin Monastery [TSM];tsm-15;;
The Shaolin Monastery [TSM];tsm-16;;
The Shaolin Monastery [TSM];tsm-17;;
The Shaolin Monastery [TSM];tsm-18;;
The Shaolin Monastery [TSM];tsm-19;;
The Shaolin Monastery [TSM];tsm-20;;
The Shaolin Monastery [TSM];tsm-21;;
The Shaolin Monastery [TSM];tsm-22;;
The Shaolin Monastery [TSM];tsm-23;;
The Shaolin Monastery [TSM];tsm-24;;
The Second Ring [TSR];tsr-01;16-9-93;
The Second Ring [TSR];tsr-02;;
The Second Ring [TSR];tsr-03;;
The Second Ring [TSR];tsr-04;;
The Second Ring [TSR];tsr-05;;
The Second Ring [TSR];tsr-06;;
The Super Spaz [TSS];tss-01;;
The Soft Smashers 6802 [TSS 6802];tss6802-01;;
The Secret Service (DE) [TSS];tss_de-01;;
The Seventh Sector+Dualis;tss_dualis-01;;
The Seventh Sector+Dualis;tss_dualis-02;;
The Seventh Sector+Dualis;tss_dualis-03;;
The Seventh Sector+Dualis;tss_dualis-04;;
The Seventh Sector+Dualis;tss_dualis-05;;
The Seventh Sector+Dualis;tss_dualis-06;;
The Seventh Sector+Dualis;tss_dualis-07;;
The Seventh Sector+Dualis;tss_dualis-08;;
The Seventh Sector+Dualis;tss_dualis-09;;
The Seventh Sector+Dualis;tss_dualis-10;;
The Seventh Sector+Dualis;tss_dualis-11;;
The Secret Service (HU) [TSS];tss_hu-01;;
The Secret Service (HU) [TSS];tss_hu-02;;
T.S.S. Industries;tssind-01;;
T.S.S. Industries;tssind-02;;
The Supply Team [TST];tst-01;;
The Shadows [TSW];tsw-01;2000;
The Shadows [TSW];tsw-02;;
The Shadows [TSW];tsw-03;;
The Shadows [TSW];tsw-04;;
The Shadows [TSW];tsw-05;;
The Shadows [TSW];tsw-06;;
The Shadows [TSW];tsw-07;;
The Shadows [TSW];tsw-08;;
The Shadows [TSW];tsw-09;;
The Shadows [TSW];tsw-10;;
The Shadows [TSW];tsw-11;;
The Technocrats [TT];tt-01;1987;
The Technocrats [TT];tt-02;;
The Technocrats [TT];tt-03;;
The Tankard Crew [TTC];ttc-01;;
The Task Force [TTF];ttf-01;;
The Talent+Shaolin Monastery;t_tsm-01;;
The Twilight Zone [TTZ];ttz-01;;
The Untouchables [TU];tu-01;;
The Untouchables [TU];tu-02;;
The Untouchables [TU];tu-03;;
The Untouchables [TU];tu-04;;
Tube;tube-01;;
The Ultimate Crackers [TUC];tuc-01;;
The Ultimate Crackers [TUC];tuc-02;;
The Universal Force [TUF];tuf-01;;
The Willow+Ultimate Mayas;tum-01;;
The Ultimate Mayas [TUM];tum-02;;
The Ultimate Mayas [TUM];tum-03;;
The Ultimate Mayas [TUM];tum-04;;
The Ultimate Mayas [TUM];tum-05;;
The Ultimate Mayas [TUM];tum-06;;
Turkey Soft;turkey-01;;
Turtles;turtles-01;;
Turtles;turtles-02;;
The Unlimited Star Crackers [TUSC];tusc-01;;
The Unlimited Star Crackers [TUSC];tusc-02;;
The Whiz-zards Association [TWA];twa-01;;
The Whiz-zards Association [TWA];twa-02;;
The Whiz-zards Association [TWA];twa-03;;
The Wild Boys (AT) [TWB];twb-01;;
The Wild Boys (AT) [TWB];twb-02;;
The Wild Boys (AT) [TWB];twb-03;;
The Wild Boys Crackings [TWBC];twbc-01;;
The Worldwide Crackers;twc-01;;
The Worldwide Crackers;twc-02;;
The Worldwide Crackers;twc-03;;
Twente;twente-01;;
The Walker Group [TWG];t_w_g-01;;
The Wanderer Group [TWG];twg-01;;
The Walker Group [TWG];t_w_g-02;;
The Wanderer Group [TWG];twg-02;;
The Walker Group [TWG];t_w_g-03;;
The Wanderer Group [TWG];twg-03;;
The Walker Group [TWG];t_w_g-04;;
The Wanderer Group [TWG];twg-04;;
The Walker Group [TWG];t_w_g-05;;
The Wanderer Group [TWG];twg-05;;
The Walker Group [TWG];t_w_g-06;;
The Wanderer Group [TWG];twg-06;;
The Walker Group [TWG];t_w_g-07;;
The Wanderer Group [TWG];twg-07;;
The Walker Group [TWG];t_w_g-08;;
The Wanderer Group [TWG];twg-08;;
The Walker Group [TWG];t_w_g-09;;
The Wanderer Group [TWG];twg-09;;
The Walker Group [TWG];t_w_g-10;;
The Wanderer Group [TWG];twg-10;;
The Wanderer Group [TWG];t_w_g-11;;
The Wanderer Group [TWG];twg-11;;
The Wanderer Group [TWG];t_w_g-12;;
The Wanderer Group [TWG];twg-12;;
The Wanderer Group [TWG];t_w_g-13;;
The Wanderer Group [TWG];twg-13;;
The Wanderer Group [TWG];t_w_g-14;;
The Wanderer Group [TWG];twg-14;;
The Wanderer Group [TWG];t_w_g-15;;
The Wanderer Group [TWG];twg-15;;
The Wanderer Group [TWG];t_w_g-16;;
The Wanderer Group [TWG];twg-16;;
The Wanderer Group [TWG];t_w_g-17;;
The Wanderer Group [TWG];t_w_g-18;;
The Wanderer Group [TWG];t_w_g-19;;
The Wanderer Group [TWG];t_w_g-20;;
The Wanderer Group [TWG];t_w_g-21;;
The Wanderer Group [TWG];t_w_g-22;;
The Wanderer Group [TWG];t_w_g-23;;
The Wanderer Group [TWG];t_w_g-24;;
The Wanderer Group [TWG];t_w_g-25;;
The Worlds Greatest Importers [TWGI];twgi-01;9/10/87;
The Worlds Greatest Importers [TWGI];twgi-02;;
The Worlds Greatest Importers [TWGI];twgi-03;;
The Worlds Greatest Importers [TWGI];twgi-04;;
The Wanderer Group+Pentacle;twg_p-01;;
The Wanderer Group+Static;twg_static-01;;
The Winners;twi-01;;
Twilight [TWI];twilight-01;93-07-14;
Twins;twins-01;;
Twins;twins-02;;
Twins;twins-03;;
Twins;twins-04;;
Twins;twins-05;;
Twins;twins-06;;
Twins;twins-07;;
Twins;twins-08;;
Twins;twins-09;;
Twins;twins-10;;
The Whiz Kidz [TWK];twk-01;;
Twilight [TWL];twl-01;;
Twilight [TWL];twl-02;;
Twilight [TWL];twl-03;;
Twilight [TWL];twl-04;;
The Wise Owl;two-01;05/04/1987;
The Wise Owl;two-02;;
The Warriors 1881 [TWR];twr-01;;
The Warriors 1881 [TWR];twr-02;;
The Warriors 1881 [TWR];twr-03;;
The Warriors 1881 [TWR];twr-04;;
The Warriors 1881 [TWR];twr-05;;
The Warriors 1881 [TWR];twr-06;;
The Warriors 1881 [TWR];twr-07;;
The Warriors 1881 [TWR];twr-08;;
The Warriors 1881 [TWR];twr-09;;
The Warriors 1881 [TWR];twr-10;;
The Warriors 1881 [TWR];twr-11;;
The Warriors 1881 [TWR];twr-12;;
Twilight Zone (DE) [TWZ];twz-01;;
Twilight Zone (DE) [TWZ];twz-02;;
Twilight Zone (DE) [TWZ];twz-03;;
Twilight Zone (DE) [TWZ];twz-04;;
Twilight Zone (DE) [TWZ];twz-05;;
The Twilight Zone (DE) [TWZ];twz89-01;;
The Twilight Zone (DE) [TWZ];twz89-02;;
Trans-X+GSG 9;tx_gsg-01;24/6/1990;
Tycoons;tycoons-01;;
Type;type-01;;
Twilight Zone (UK) [TZ];tz-01;;
Twilight Zone (UK) [TZ];tz-02;;
Twilight Zone (UK) [TZ];tz-03;;
Twilight Zone (UK) [TZ];tz-04;;
The Zero Boys [TZB];tzb-01;;
The Zero Boys [TZB];tzb-02;;
The Zero Boys [TZB];tzb-03;;
The Zero Boys [TZB];tzb-04;;
The Zero Boys [TZB];tzb-05;;
The Zero Boys [TZB];tzb-06;;
The Zero Boys [TZB];tzb-07;;
The Zero Boys [TZB];tzb-08;;
The Zombie Crackers;tzc-01;;
Under One Flag;u1f-01;;
United Artists;ua-01;02.02.90;
United Artists;ua-02;;
United Artists;ua-03;;
United Artists;ua-04;;
United Artists;ua-05;;
United Artists;ua-06;;
United Artists;ua-07;;
United Artists;ua-08;;
United Artists;ua-09;;
United Artists;ua-10;;
United Artists;ua-11;;
United Artists;ua-12;;
United Artists;ua-13;;
United Artists;ua-14;;
United Artists;ua-15;;
United Artists;ua-16;;
United Artists;ua-17;;
United Artists;ua-18;;
United Artists;ua-19;;
United Artists;ua-20;;
United Artists;ua-21;;
United Artists;ua-22;;
United Crackers;uc-01;;
United Crackers;uc-02;;
United Crackers;uc-03;;
United Computer Artists [UCA];uca-01;;
Universal Cracking Crew [UCC];ucc-01;;
United Crackers Division [UCD];ucd-01;;
Untouchable Cracking Force [UCF];ucf-01;;
Untouchable Cracking Force [UCF];ucf-02;;
Untouchable Cracking Force [UCF];ucf-03;;
Untouchable Cracking Force [UCF];ucf-04;1988;
Untouchable Cracking Force [UCF];ucf-05;;
United Crackers of Germany [UCG];ucg-01;;
United Crackers of Germany [UCG];ucg-02;;
Unknown+Dr. Dream;u_d-01;;
Underground Domain Incorporated [UDI];udi-01;1985;
Underground Domain Incorporated [UDI];udi-02;;
Underground Domain Incorporated [UDI];udi-03;;
Underground Domain Incorporated [UDI];udi-04;;
Underground Domain Incorporated [UDI];udi-05;;
Underground Domain Incorporated [UDI];udi-06;;
United Forces [UF];uf-01;;
Udo Goberg Crackings [UGC];ugc-01;;
Union Kbyte [UKB];ukb-01;;
Unknowns;uks-01;;
The Underline+Lucky Luke;ulll-01;;
Ultimate Cracking Group [UCG];ultcg-01;;
Ultimate Cracking Group [UCG];ultcg-02;;
Ultimate;ultimate-01;;
Ultimate;ultimate-02;;
Ultimate;ultimate-03;;
Ultimate;ultimate-04;;
Ultimate;ultimate-05;;
Ultimate;ultimate-06;;
Ultimate;ultimate-07;;
Ultimate;ultimate-08;;
Ultimate;ultimate-09;;
Ultimate;ultimate-10;;
Ultimate;ultimate-11;;
Ultimate;ultimate-12;;
United Norwegian Crackers [UNC];unc-01;;
Unibit;unibit-01;;
Unibit;unibit-02;;
Unibit;unibit-03;;
Unibit;unibit-04;;
Unibit;unibit-05;;
Unibit;unibit-06;;
Unicess;unicess-01;;
Unicess;unicess-02;;
Unicess;unicess-03;;
Unicess;unicess-04;;
Unicess;unicess-05;;
Unicess;unicess-06;;
Unicess;unicess-07;23-10-89;
Unicess;unicess-08;;
Unicess;unicess-09;;
Unicess;unicess-10;;
Unicess;unicess-11;;
Unicess;unicess-12;;
Unicess;unicess-13;;
Unicess;unicess-14;;
Unicess;unicess-15;;
Unicess;unicess-16;;
Unicess;unicess-17;;
Unicess;unicess-18;;
Unicess;unicess-19;;
Unicess;unicess-20;;
Unicess;unicess-21;;
Unicess;unicess-22;;
Unicess;unicess-23;;
Unicess;unicess-24;;
Unicess;unicess-25;;
Unicess;unicess-26;;
Unicess;unicess-27;;
Unicess;unicess-28;;
Unicess;unicess-29;;
Unicess;unicess-30;;
Unicess;unicess-31;;
Unicess;unicess-32;;
Unicess;unicess-33;;
Unicess;unicess-34;;
Unicess;unicess-35;;
Unicess;unicess-36;;
Unicess;unicess-37;;
Unicess;unicess-38;;
Unicorn;unicorn-01;;
Unicorn;unicorn-02;;
Unicorn;unicorn-03;;
Unicorn;unicorn-04;;
Unicorn;unicorn-05;;
Unicorn;unicorn-06;;
Union;union-01;;
Union;union-02;;
Union;union-03;;
Union;union-04;;
Union;union-05;;
Unique;unique-01;;
Unique;unique-02;;
Unique;unique-03;;
Unique;unique-04;;
Unique;unique-05;;
Unit 2 [U2];unit2-01;;
Unit 5 [U5];unit5-01;;
Unit 5 [U5];unit5-02;;
Unit 5 [U5];unit5-03;;
Unit 5 [U5];unit5-04;;
Unitrax;unitrax-01;;
Unitrax;unitrax-02;;
Unitrax;unitrax-03;;
Unitrax+Asphuxia;unitrax_apx-01;;
Unitrax+Asphuxia;unitrax_apx-02;;
Unitrax+Asphuxia;unitrax_apx-03;;
Unity;unity-01;;
Unity;unity-02;;
Unity;unity-03;;
Unity;unity-04;;
Unity (DE);unity_de-01;;
Unix;unix-01;;
Unix;unix-02;;
Unix;unix-03;;
Unix;unix-04;;
Ultra Pampers Boys [UPB];upb-01;;
Ultra Pampers Boys [UPB];upb-02;;
Ultra Pampers Boys [UPB];upb-03;;
Ultra Pampers Boys [UPB];upb-04;;
Urine;urine-01;;
Urine;urine-02;;
Urine;urine-03;;
United Software Army [USA];usa-01;;
United Software Association [USA];usas-01;12/22/88;
United Software Association [USA];usas-02;;
United Software Association [USA];usas-03;;
United Software Association [USA];usas-04;;
USA Team;usa_team-01;;
USA Team;usa_team-02;;
USA Team;usa_team-03;;
USA Team;usa_team-04;;
